query_id,query_text,query_image_path,product_id,title,product_type,color,material,image_path,relevance,reason
q002,modern wooden coffee table with storage,,B07K7K4CM2|amazon.co.uk,"Amazon Brand - Alkove Hayes Solid Wood 1-Shelf Coffee Table with Glass Table Top, 100 x 65 x 44cm, Glass/Wild Oak",TABLE,Wild Oak,Oak,data/raw/images/small/a3/a388ecf6.jpg,2.0,"The product is a wooden coffee table with a glass top and a shelf for storage, matching all query criteria."
q002,modern wooden coffee table with storage,,B07DB92DKW|amazon.com,"Amazon Brand – Ravenna Home Aubree Mid-Century Modern Shelf Storage Side Table, 23.6""W, Grey pine",TABLE,Grey Pine,metal,data/raw/images/small/bd/bdf4d0d1.jpg,1.0,"The product is a side table with storage, which is a useful substitute for a coffee table, though it is smaller in scale."
q002,modern wooden coffee table with storage,,B07QC85YG7|amazon.com,"Amazon Brand – Stone & Beam Industrial Solid Mango Wood Coffee Table with Trestle-Style Base, 52""W, Honey Finish",TABLE,Natural,Stone,data/raw/images/small/30/30ff08c0.jpg,1.0,"The product is a wooden coffee table that matches the style, but it lacks the storage feature requested in the query."
q002,modern wooden coffee table with storage,,B075Z8KXW7|amazon.com,"Amazon Brand – Stone & Beam Coastal Breeze Rustic Farmhouse Coffee Table, 55.1""W, Natural and White",TABLE,White & Wood,wood,data/raw/images/small/9b/9b36b329.jpg,2.0,The product is a wooden coffee table with a rustic/modern farmhouse style and includes a lower shelf for storage.
q002,modern wooden coffee table with storage,,B07176PVBX|amazon.com,Stone & Beam Coffee Tables,TABLE,,,data/raw/images/small/04/04037af5.jpg,1.0,"The product is a coffee table that matches the style, but the material and specific storage features cannot be verified from the metadata."
q002,modern wooden coffee table with storage,,B072ZK887F|amazon.com,"Amazon Brand – Rivet Meeks Round Side Table with Fabric Storage Basket, 24""H, Walnut and Grey",TABLE,Grey,Metal,data/raw/images/small/ae/ae0d52b1.jpg,1.0,"The product is a side table with storage, which is a useful substitute for a coffee table."
q002,modern wooden coffee table with storage,,B075YQXRJM|amazon.com,"Amazon Brand – Rivet Mid-Century Modern Minimalist Dining Kitchen Table, 53.1""L, Walnut Wood",TABLE,Brown,Hardwood,data/raw/images/small/37/379f95e3.jpg,1.0,"The product is a wooden table, but it is a dining table rather than a coffee table and lacks storage."
q002,modern wooden coffee table with storage,,B07B77VXN8|amazon.com,"Amazon Brand – Rivet Modern Wood Buffet Bar Cabinet Credenza with Gold Accents, 35 Inch Height, Brown",CABINET,Brown,Hardwoods/ Metal,data/raw/images/small/c6/c63a5e61.jpg,0.0,"The product is a buffet bar cabinet/credenza, which is a different type of furniture than the requested coffee table."
q002,modern wooden coffee table with storage,,B07GFG6JMM|amazon.co.uk,"Amazon Brand - Movian Adour Oval Coffee Table, 55 x 110 x 39cm, Light Brown Oak-Effect",CLOTHES_RACK,Oak,Wood,data/raw/images/small/fe/fe801607.jpg,1.0,"The product is an oval wooden coffee table that matches the visual description, but the metadata incorrectly categorizes it as a clothes rack."
q002,modern wooden coffee table with storage,,B07DBF3VJY|amazon.com,"Amazon Brand – Ravenna Home Angela Modern Turned Leg Wood Shelf Storage Coffee Table, 44""W, White",TABLE,White,wood,data/raw/images/small/fb/fb436ad1.jpg,2.0,"The product is a white wooden coffee table with a shelf for storage, matching all query criteria."
q002,modern wooden coffee table with storage,,B07SSCJKLN|amazon.in,Amazon Brand - Solimo Angel Engineered Wood Coffee Table (Espresso Finish),TABLE,Espresso,Engineered Wood,data/raw/images/small/82/82c64660.jpg,2.0,"The product is a modern espresso-finished engineered wood coffee table that includes a lower shelf for storage, matching all query criteria."
q002,modern wooden coffee table with storage,,B085W6GGN5|amazon.in,Amazon Brand - Solimo Andro Solid Sheesham Wood Coffee Table with 4 Stools (Mahogany Finish),FURNITURE,Mahogany Finish,Sheesham Wood,data/raw/images/small/00/0098afed.jpg,2.0,The product is a wooden coffee table that matches the modern style and includes storage in the form of stools.
q002,modern wooden coffee table with storage,,B07RMYYLWY|amazon.co.uk,"AmazonBasics - Coffee Table with 1-Sliding Door, 110 x 55 x 40 cm, Brown/Black",TABLE,Brown,Wood,data/raw/images/small/11/11cba55d.jpg,2.0,"The product is a coffee table made of wood with a sliding door for storage, matching all query criteria."
q002,modern wooden coffee table with storage,,B07LC9HXSF|amazon.in,Amazon Brand - Solimo Polaris Engineered Wood Dressing Table (Imperial Teak),CABINET,Imperial Teak,Engineered Wood,data/raw/images/small/fa/fa66c66f.jpg,0.0,"The product is a dressing table with a mirror, not a coffee table."
q003,"black office chair with armrests, not a dining chair",,B07QLGRVPN|amazon.in,AmazonBasics Mid-Back Black Mesh Chair (Renewed),CHAIR,Black,Plastic,data/raw/images/small/24/244c03a7.jpg,2.0,"The product is a black mesh office chair with armrests, matching all user requirements and constraints."
q003,"black office chair with armrests, not a dining chair",,B07SSHYD2Z|amazon.co.uk,"AmazonBasics Swivel Office Chair with Medium Back and Armrest, Mesh Back, Black",HOME_FURNITURE_AND_DECOR,,,data/raw/images/small/42/42f0d7b1.jpg,2.0,"The product is a black mesh swivel office chair with armrests, matching all user requirements."
q003,"black office chair with armrests, not a dining chair",,B075Z6S94K|amazon.com,"Amazon Brand – Rivet Mid-Century Swope Curved Arm Swivel Office Chair, 26""W, Aqua",CHAIR,Teal,polyester/ Metal,data/raw/images/small/3b/3bf80762.jpg,0.0,"The product is a swivel armchair with armrests but it is teal/aqua colored, not black, so it fails the color requirement."
q003,"black office chair with armrests, not a dining chair",,B081HWKWN6|amazon.co.uk,"UMI. by Amazon - Ergonomic office chair, Swivelling Mesh Computer Chair with Adjustable Lumbar Support and PU Armrests, Breathable Mesh Back and Padded Seat, 150 kg Max Load",ACCESSORY_OR_PART_OR_SUPPLY,Black,Alloy Steel,data/raw/images/small/ea/eac17d40.jpg,2.0,"The product is a black ergonomic office chair with armrests, matching all user requirements."
q003,"black office chair with armrests, not a dining chair",,B07HSKB7B4|amazon.com,"Amazon Brand – Stone & Beam Wickstrom Upholstered Dining Chair with Arms, 26""W, Slate Grey",STOOL_SEATING,Slate Gray,,data/raw/images/small/31/31be481c.jpg,0.0,"The product is explicitly a dining chair with arms, violating the negative constraint, and it is grey rather than black."
q003,"black office chair with armrests, not a dining chair",,B07QYB14F4|amazon.ca,AmazonBasics Low-Back Computer Task/Desk Chair with Swivel Casters - Red (Renewed),CHAIR,Red,mesh,data/raw/images/small/af/afeb9bb5.jpg,0.0,The product is a desk chair but has no visible armrests and is red rather than black.
q003,"black office chair with armrests, not a dining chair",,B081HX9SRM|amazon.co.uk,"UMI. by Amazon - Ergonomic office chair, Breathable High-Back Mesh Desk Chair with Adjustable Lumbar Support, 3D Armrests, Tilt Function and 360° Rotating Wheels",ACCESSORY_OR_PART_OR_SUPPLY,Black,Alloy Steel,data/raw/images/small/85/8552ae1a.jpg,2.0,"The product is a black high-back mesh office chair with armrests, matching all user requirements."
q003,"black office chair with armrests, not a dining chair",,B08568HG2X|amazon.com,"Amazon Brand – Rivet Decatur Modern Faux Leather Kitchen Counter-Height Stool, 37""H, Black",STOOL_SEATING,Black,,data/raw/images/small/90/90362fc5.jpg,0.0,"The product is a black kitchen counter-height stool without armrests, not an office chair."
q003,"black office chair with armrests, not a dining chair",,B084W339RK|amazon.com,"Amazon Brand – Stone & Beam Vivianne Modern Upholstered Dining Chair with Casters, 24.4""W, Slate",CHAIR,Slate,,data/raw/images/small/25/25e0ab24.jpg,1.0,"The product has armrests and casters similar to an office chair, but it is explicitly a dining chair and is slate/taupe colored, not black."
q003,"black office chair with armrests, not a dining chair",,B07R41343J|amazon.co.uk,UMI by Amazon 2 PCS Stretch Dining Chair Covers Melange Velvet Removable Chair Protector Elastic Slipcovers Black,FURNITURE_COVER,Black,Velvet,data/raw/images/small/bc/bc08f907.jpg,0.0,"The product is a black chair slipcover for a dining chair, not an office chair, and violates the negative constraint."
q003,"black office chair with armrests, not a dining chair",,B07MBFDQLY|amazon.com,"Amazon Brand – Ravenna Home Modern Dining Chair, 36 Inch Height, White, Set of 2",STOOL_SEATING,,,data/raw/images/small/6c/6c7942ef.jpg,0.0,"The product is explicitly a white dining chair with no armrests visible, violating both the color and negative constraint."
q003,"black office chair with armrests, not a dining chair",,B07HMPPZRN|amazon.com,"AmazonBasics Foldable Rocking Chair, Black",CHAIR,Black,Steel,data/raw/images/small/bb/bb309800.jpg,1.0,"Black chair with armrests but it's an outdoor folding rocking chair, not an office chair."
q003,"black office chair with armrests, not a dining chair",,B07DBG291H|amazon.com,"Amazon Brand – Ravenna Home Amanda Curved Arm Upholstered Chair, 32.5""W, Dark Blue",CHAIR,Dark Blue,,data/raw/images/small/51/51fa5c94.jpg,0.0,"Wrong color (dark blue, not black) and it's an upholstered accent chair, not an office chair."
q003,"black office chair with armrests, not a dining chair",,B07QGWLBBC|amazon.com,"Amazon Brand – Rivet Contemporary Curved Channel-Back Dining Chair, 35""H, Forest",CHAIR,Forest,Wood,data/raw/images/small/11/11ecebc7.jpg,0.0,"Explicitly a dining chair in green, directly violating the 'not a dining chair' constraint."
q003,"black office chair with armrests, not a dining chair",,B0857JPHNF|amazon.com,"Amazon Brand – Stone & Beam Beech Wishbone Counter-Height Barstool, 38.2""H, Black and Natural",STOOL_SEATING,Black,Beech,data/raw/images/small/d9/d957ac09.jpg,0.0,"A barstool without armrests, not an office chair."
q003,"black office chair with armrests, not a dining chair",,B084S1DM72|amazon.com,"Amazon Brand – Stone & Beam Bergen Upholstered Dining Chair with Wood Legs, Set of 2, 20""W, Gray",CHAIR,Grey,,data/raw/images/small/5c/5c5d6e0c.jpg,0.0,"Gray dining chairs, wrong color and violates the 'not a dining chair' constraint."
q003,"black office chair with armrests, not a dining chair",,B01DN8TG46|amazon.co.uk,AmazonBasics Foot Rest - Black,OFFICE_PRODUCTS,Black,,data/raw/images/small/54/5483744c.jpg,0.0,"A footrest, not a chair at all."
q003,"black office chair with armrests, not a dining chair",,B07F95756L|amazon.com.au,AmazonBasics Foot Rest - Black (Renewed),OFFICE_PRODUCTS,Black,,data/raw/images/small/03/03847968.jpg,0.0,"A footrest, not a chair at all."
q003,"black office chair with armrests, not a dining chair",,B0010SOA2A|amazon.com,"Strathwood St. Thomas Swivel Dining Arm Chair Cushion, Set of 2, Renata Hemp",OUTDOOR_LIVING,Renata Hemp,,data/raw/images/small/41/41843149.jpg,0.0,"Just a cushion for a dining arm chair, not a chair itself, and tied to dining chairs."
q003,"black office chair with armrests, not a dining chair",,B07K7729MV|amazon.co.uk,UMI by Amazon 4 PCS Stretch Jacquard Chair Protector Elastic Spandex Slipcovers Chair Covers Beige,FURNITURE_COVER,Beige,Fabric,data/raw/images/small/5e/5e23eace.jpg,0.0,"A beige chair slipcover for dining chairs, not an office chair itself."
q004,white bookshelf for a bedroom,,B07P65599S|amazon.com,"AmazonBasics Functional Bookcase Storage Headboard - Queen, White",HEADBOARD,White,Wood,data/raw/images/small/9b/9b03a751.jpg,1.0,"White bedroom furniture with built-in bookcase storage, but it's a headboard rather than a standalone bookshelf."
q004,white bookshelf for a bedroom,,B07QF9X1LH|amazon.com,"Amazon Brand – Ravenna Home Sullivan Modern Bookcase, 41.4""W, White",DESK,White,Engineered Wood,data/raw/images/small/d8/d83c7c15.jpg,2.0,"A white bookcase suitable for a bedroom, matching the query well."
q004,white bookshelf for a bedroom,,B07TX2D4XN|amazon.co.uk,"Amazon Brand - Movian MDF Shelf 2 lockers Cube Bookcase, Light Oak, 41.5 x 29 x 59.5 cm",SHELF,Light Brown,Wood,data/raw/images/small/7e/7ee70e92.jpg,0.0,"A light oak bookcase, not white, so it fails the explicit color requirement."
q004,white bookshelf for a bedroom,,B075ZF4S39|amazon.com,"Amazon Brand – Stone & Beam Barrett Reclaimed Wood 4-Shelf Bookcase, 40""W, White and Sandstone Pine",SHELF,White/Brown,wood,data/raw/images/small/46/466292e2.jpg,2.0,"A white 4-shelf bookcase, a strong match for a white bookshelf."
q004,white bookshelf for a bedroom,,B07PZN19XB|amazon.com,Amazon Brand - Solimo Zen Solid Wood Book Case (Wenge Finish),SHELF,Black,Wood,data/raw/images/small/42/42023ee1.jpg,0.0,"Dark Wenge/black finish bookcase, not white."
q004,white bookshelf for a bedroom,,B079TXCC1J|amazon.co.uk,"Amazon Brand - Movian High Gloss 1 Drawer Bedside Cabinet, Black, 47 x 40 x 36 cm",DRESSER,Black,Engineered Wood,data/raw/images/small/24/24538384.jpg,0.0,"A black bedside cabinet, not a bookshelf and wrong color."
q004,white bookshelf for a bedroom,,B0851ZXS46|amazon.co.uk,Movian Shelf 4037,HOME_FURNITURE_AND_DECOR,White,Wood,data/raw/images/small/7c/7c457955.jpg,2.0,"A white wall shelf unit, a strong match for a white bookshelf."
q004,white bookshelf for a bedroom,,B07PPNNCM2|amazon.com,"AmazonBasics Modern 5-Tier Ladder Bookshelf Organizer with Solid Rubber Wood Frame, White",SHELF,White,Wood,data/raw/images/small/9c/9c1e8c8a.jpg,2.0,"A white 5-tier ladder bookshelf, an excellent match for the query."
q004,white bookshelf for a bedroom,,B078S81KPH|amazon.com,Amazon Brand – Stone & Beam Barrett Reclaimed Wood 4-Shelf Bookcase,SHELF,,,data/raw/images/small/46/466292e2.jpg,2.0,"A white 4-shelf bookcase (same product image as the white/sandstone Barrett bookcase), a strong match."
q004,white bookshelf for a bedroom,,B07V152DQ8|amazon.co.uk,"Amazon Brand - Movian 1 locker MDF Shelf Cube Bookcase, Brown, 41.5 x 29 x 30.5 cm",CABINET,Brown,Wood,data/raw/images/small/51/518468e2.jpg,0.0,"A brown cube bookcase, not white."
q004,white bookshelf for a bedroom,,B07QC85X9C|amazon.com,"Amazon Brand – Ravenna Home Springdale Modern Bookcase with Decorative Open Sides, 30""W, White",DESK,White,Engineered Wood,data/raw/images/small/45/45ae89d5.jpg,2.0,"A white modern bookcase, a strong match for the query."
q004,white bookshelf for a bedroom,,B07MKHHP34|amazon.in,Amazon Brand - Solimo 4-Tier Book Shelf (Walnut),SHELF,Walnut,Wood,data/raw/images/small/c3/c3a294dd.jpg,0.0,"A walnut-finish bookshelf, not white."
q004,white bookshelf for a bedroom,,B07XKC5BCW|amazon.ca,"Stone & Beam Vintage Farmhouse Wood Floating Wall Storage Cabinet with Chalkboard - 24 x 21 x 8 Inches, Antique White (Renewed)",CABINET,Antique White,Wood,data/raw/images/small/3b/3b5a735a.jpg,1.0,"An antique-white wall storage cabinet with open shelving, a partial substitute for a white bookshelf."
q004,white bookshelf for a bedroom,,B079VNL3CG|amazon.co.uk,"Amazon Brand - Movian High Gloss 3 Drawer Bedside Cabinet, Black, 56 x 40 x 36 cm",DRESSER,Black,Engineered Wood,data/raw/images/small/b7/b7727f46.jpg,0.0,"A black bedside cabinet with drawers, not a bookshelf and wrong color."
q004,white bookshelf for a bedroom,,B07D5M2YZC|amazon.com,"AmazonBasics Storage Cabinet, 2 Shelves",TEACHING_EQUIPMENT,,Wood,data/raw/images/small/ec/ec087494.jpg,0.0,"A natural wood storage cabinet, not white and categorized as teaching equipment, not a bedroom bookshelf."
q004,white bookshelf for a bedroom,,B075ZBW1RR|amazon.com,"Amazon Brand – Stone & Beam Larson Industrial Wood and Metal 2-Shelf Bookcase, 39""H, Walnut",SHELF,Walnut + Metal,walnut,data/raw/images/small/d5/d581c685.jpg,0.0,"A walnut/metal industrial bookcase, not white."
q004,white bookshelf for a bedroom,,B07PYL46GJ|amazon.com,AmazonBasics Classic L-Shaped Desk with Open Bookshelves - White/Natural,DESK,White/Natural,Engineered Wood,data/raw/images/small/b7/b7092a3a.jpg,1.0,"A white L-shaped desk with open bookshelves attached, a partial match since it's primarily a desk."
q004,white bookshelf for a bedroom,,B07HSM1W45|amazon.com,"Amazon Brand – Stone & Beam Arced Rustic King Bed Headboard with Raised Panels - King, 79 Inch, New Whitewash",HEADBOARD,Solid Hardwood With a Subtle Whitewash Finish,Wood,data/raw/images/small/46/46cfebc8.jpg,1.0,"A whitewashed bedroom headboard, related bedroom furniture but not a bookshelf."
q004,white bookshelf for a bedroom,,B07PXFVNXR|amazon.com,"Ameriwood Home Classic 5 Drawer Dresser, White",DRESSER,White,Engineered Wood,data/raw/images/small/19/19196356.jpg,1.0,"A white bedroom dresser, matches color and room but is not a bookshelf."
q004,white bookshelf for a bedroom,,B001BQ8III|amazon.com,"Pinzon Geary Glass-Top Desk, Cosmo",DESK,White,Glass,data/raw/images/small/6a/6a9e2c96.jpg,0.0,"A dark wood glass-top desk, not a bookshelf and image shows a dark finish rather than white."
q005,"floor lamp for living room, not a table lamp",,B07DBCMTPB|amazon.com,"Amazon Brand – Ravenna Home Clear Ribbed Glass Cylinder Living Room Floor Lamp with LED Bulb - 64.25 Inches, Brushed Nickel",LAMP,Brushed Nickel,,data/raw/images/small/8a/8a5b0bcf.jpg,2.0,"Explicitly a living room floor lamp, a strong match."
q005,"floor lamp for living room, not a table lamp",,B07B4ZK8BR|amazon.com,"Amazon Brand – Rivet Mid-Century Modern Floor Lamp with Wireless USB Port Charging Wood Table, 59""H, Light Bulb Included, Black",LAMP,Black,Linen,data/raw/images/small/ea/ea7e022e.jpg,2.0,"A floor lamp (with attached side table), matching the query and not a table lamp."
q005,"floor lamp for living room, not a table lamp",,B0824F7ZLF|amazon.com,"Amazon Brand – Ravenna Home Traditional Metal Downbridge Floor Lamp with Adjustable Shade, LED Bulb Included, 58.25""H, Dark Bronze",LAMP,Dark Bronze,Metal,data/raw/images/small/6a/6ab19530.jpg,2.0,"A tall traditional floor lamp, a strong match for the query."
q005,"floor lamp for living room, not a table lamp",,B0742DNY41|amazon.sg,"Rivet Marble and Brass Floor Lamp, Avery, 63""H, With Bulb",LAMP,Antique Brass,Metal+Marble,data/raw/images/small/55/552c9245.jpg,2.0,"A tall marble and brass floor lamp, a strong match for the query."
q005,"floor lamp for living room, not a table lamp",,B07QD5SXJH|amazon.in,"Rivet Modern Arc Floor Lamp with Bulb and Fabric Shade, 69""H, Antique Brass",LAMP,Brass,Fabric,data/raw/images/small/14/143e0106.jpg,2.0,"A tall arc floor lamp, a strong match for the query."
q005,"floor lamp for living room, not a table lamp",,B0825D87LB|amazon.com,"Amazon Brand – Stone & Beam Contemporary Glass Table Lamp with Narrow-Necked Body, LED Bulb Included, 20.25""H, Clear",LAMP,Clear,Glass,data/raw/images/small/99/9913f3e9.jpg,0.0,"A short glass table lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B07MBFD6F9|amazon.com,"Amazon Brand – Ravenna Home Metal Table Lamp with LED Light Bulb, 20""H, Dark Bronze",LAMP,Black,,data/raw/images/small/d1/d175ab22.jpg,0.0,"A short metal table lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B0825DN9JL|amazon.com,"Amazon Brand – Stone & Beam Contemporary Curved Glass Table Lamp, LED Bulb Included, 19.25""H, Clear",LAMP,Clear,Glass,data/raw/images/small/0b/0baa055f.jpg,0.0,"A short glass table lamp, explicitly violating the 'not a table lamp' constraint."
q005,"floor lamp for living room, not a table lamp",,B07MBFDHMH|amazon.com,"Amazon Brand – Stone & Beam Table Lamp with Textured Ceramic Base, Bulb Included, 15""H, Crackle White",LAMP,Crackle White,ceramic,data/raw/images/small/93/93809081.jpg,0.0,"A short ceramic table lamp, explicitly violating the 'not a table lamp' constraint."
